,A_W,A_L,A_G,A_SEED,A_RK,A_ADJEM,A_ADJOE,A_ADJOE_R,A_ADJDE,A_ADJDE_R,A_ADJ_T,A_ADJ_T_R,A_Luck,A_Luck_R,A_SOS,A_SOS_R,A_OppO,A_OppO_R,A_OppD,A_OppD_R,A_NCSOS,A_NCSOS_R,B_W,B_L,B_G,B_SEED,B_RK,B_ADJEM,B_ADJOE,B_ADJOE_R,B_ADJDE,B_ADJDE_R,B_ADJ_T,B_ADJ_T_R,B_Luck,B_Luck_R,B_SOS,B_SOS_R,B_OppO,B_OppO_R,B_OppD,B_OppD_R,B_NCSOS,B_NCSOS_R,result,year
100,30,8,38,2,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,20,12,32,10,30,16.49,113.9,18,97.4,78,66.9,169,-0.014,201,8.74,30,106.4,41,97.7,26,5.43,50,0,2003
101,27,7,34,1,9,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,22,9,31,8,47,13.59,109.9,45,96.3,63,65.9,208,0.061,42,7.06,57,106.7,31,99.6,79,0.3,147,0,2003
102,22,12,34,10,46,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267,25,6,31,2,21,19.87,114.5,15,94.6,37,67.7,130,0.073,25,7.83,44,105.8,58,98.0,35,-3.8,249,0,2003
103,30,5,35,3,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,22,10,32,6,25,17.67,105.9,100,88.2,5,66.7,177,0.003,157,9.08,22,106.3,44,97.2,15,-1.17,183,0,2003
104,28,4,32,1,4,26.8,115.6,10,88.8,8,72.7,11,-0.007,181,8.69,31,107.2,14,98.5,52,8.19,26,24,9,33,9,33,15.58,113.2,21,97.7,82,66.9,170,-0.021,220,3.92,93,104.0,115,100.1,87,5.83,42,0,2003
105,32,4,36,1,1,29.18,116.5,5,87.4,4,67.7,132,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,25,8,33,9,44,14.04,106.6,91,92.6,23,62.1,308,0.069,32,5.24,75,106.7,29,101.5,119,1.55,117,0,2003
106,21,10,31,6,13,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282,26,6,32,3,20,19.88,113.8,19,94.0,29,67.7,131,0.018,120,4.79,86,105.0,75,100.2,90,4.81,56,0,2003
107,26,7,33,1,7,23.49,119.3,3,95.8,58,69.4,67,-0.009,188,10.36,9,107.1,16,96.7,7,2.16,104,19,11,30,9,27,17.42,107.0,87,89.6,11,69.3,71,-0.012,194,9.53,17,107.6,6,98.0,36,4.87,55,0,2003
108,28,5,33,2,3,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,21,13,34,7,41,14.48,113.4,20,98.9,102,63.7,284,0.05,57,10.49,8,107.2,13,96.8,8,9.29,20,0,2003
109,22,13,35,7,19,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,25,8,33,2,11,22.14,116.5,6,94.4,36,65.0,256,0.008,140,8.3,36,105.9,56,97.6,24,-0.9,174,0,2003
110,24,10,34,5,18,20.31,116.5,7,96.2,60,69.2,74,0.009,139,11.01,6,107.4,9,96.3,5,3.78,65,25,7,32,4,5,24.47,113.2,22,88.7,7,67.8,127,-0.029,242,7.29,52,105.8,60,98.5,53,-4.18,257,0,2003
111,23,10,33,5,22,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,24,9,33,4,39,14.57,109.8,46,95.2,49,65.6,226,0.066,35,7.26,53,106.2,46,98.9,63,3.75,66,0,2003
112,24,8,32,5,12,22.07,114.4,16,92.4,21,61.9,310,-0.024,228,6.46,64,106.1,52,99.6,80,-1.01,179,23,10,33,13,51,13.04,107.9,70,94.9,41,67.4,150,-0.061,291,1.05,139,102.7,155,101.7,124,4.16,62,0,2003
113,27,7,34,1,9,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,27,6,33,12,31,16.09,115.4,11,99.3,110,58.6,325,0.073,24,4.1,91,104.5,95,100.4,94,1.84,112,0,2003
114,28,4,32,1,4,26.8,115.6,10,88.8,8,72.7,11,-0.007,181,8.69,31,107.2,14,98.5,52,8.19,26,24,10,34,5,18,20.31,116.5,7,96.2,60,69.2,74,0.009,139,11.01,6,107.4,9,96.3,5,3.78,65,0,2003
115,32,4,36,1,1,29.18,116.5,5,87.4,4,67.7,132,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,24,8,32,5,12,22.07,114.4,16,92.4,21,61.9,310,-0.024,228,6.46,64,106.1,52,99.6,80,-1.01,179,0,2003
116,22,13,35,7,19,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,21,10,31,6,13,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282,0,2003
117,26,7,33,1,7,23.49,119.3,3,95.8,58,69.4,67,-0.009,188,10.36,9,107.1,16,96.7,7,2.16,104,23,10,33,5,22,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,0,2003
118,30,5,35,3,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,22,12,34,10,46,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267,0,2003
119,30,8,38,2,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,26,7,33,3,6,23.75,115.0,13,91.3,15,70.7,40,-0.03,246,8.85,28,107.1,17,98.3,43,0.64,138,0,2003
120,27,6,33,3,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,28,5,33,2,3,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,0,2003
121,30,5,35,3,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,27,7,34,1,9,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,0,2003
122,30,8,38,2,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,28,4,32,1,4,26.8,115.6,10,88.8,8,72.7,11,-0.007,181,8.69,31,107.2,14,98.5,52,8.19,26,0,2003
123,27,6,33,3,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,32,4,36,1,1,29.18,116.5,5,87.4,4,67.7,132,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,0,2003
124,26,7,33,1,7,23.49,119.3,3,95.8,58,69.4,67,-0.009,188,10.36,9,107.1,16,96.7,7,2.16,104,22,13,35,7,19,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,0,2003
125,30,5,35,3,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,26,7,33,1,7,23.49,119.3,3,95.8,58,69.4,67,-0.009,188,10.36,9,107.1,16,96.7,7,2.16,104,0,2003
126,30,8,38,2,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,27,6,33,3,15,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,0,2003
127,30,5,35,3,8,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,30,8,38,2,2,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,0,2003
128,15,17,32,16,256,-9.35,98.9,239,108.3,257,70.9,15,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120,20,11,31,16,240,-7.01,97.7,259,104.7,185,63.4,257,0.055,46,-11.5,314,95.4,316,106.9,298,-9.88,316,0,2004
129,21,10,31,8,27,17.35,112.3,37,95.0,31,65.4,180,-0.004,178,7.85,29,107.2,36,99.4,23,-1.14,193,20,10,30,9,32,16.18,118.5,7,102.3,151,73.0,6,-0.072,296,5.72,63,106.7,55,101.0,80,4.6,53,0,2004
130,22,10,32,7,58,11.36,113.0,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,24,9,33,10,74,9.75,108.1,80,98.4,71,62.2,289,0.084,23,3.26,106,105.6,91,102.3,124,-1.55,205,0,2004
131,25,8,33,12,82,8.93,108.6,76,99.7,99,63.6,249,0.096,12,0.28,150,103.4,164,103.1,147,3.56,66,20,9,29,5,24,18.32,112.3,40,93.9,21,65.0,196,0.003,165,8.8,21,107.9,25,99.1,19,4.05,59,0,2004
132,26,4,30,2,14,21.74,114.7,18,92.9,17,68.1,82,0.021,114,6.38,48,106.3,69,99.9,39,-1.89,210,21,12,33,15,194,-3.99,98.1,251,102.1,145,66.0,155,0.112,5,-6.71,264,100.6,246,107.3,308,2.53,88,0,2004
133,25,8,33,3,17,21.54,115.6,16,94.1,22,64.7,206,0.038,72,9.27,14,109.1,11,99.8,35,0.8,143,20,8,28,14,108,4.86,106.3,106,101.4,127,56.4,325,0.033,85,-4.32,240,100.2,254,104.6,200,-0.07,166,0,2004
134,26,11,37,7,21,20.16,113.8,21,93.6,20,64.1,230,-0.022,219,7.19,36,107.5,33,100.3,58,2.75,81,20,10,30,10,19,20.44,107.1,94,86.6,1,67.4,106,-0.079,303,7.09,39,107.0,43,99.9,37,4.23,57,0,2004
135,30,2,32,1,3,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,18,15,33,16,181,-2.5,98.3,248,100.8,116,67.5,101,0.0,171,-5.73,254,100.5,248,106.2,279,5.71,40,0,2004
136,21,10,31,3,9,23.98,119.1,4,95.1,33,62.1,292,-0.072,298,12.81,6,109.5,6,96.7,3,-0.59,179,20,9,29,14,67,10.23,109.2,68,99.0,85,69.1,52,0.006,154,0.84,141,103.8,150,103.0,141,10.92,6,0,2004
137,21,10,31,4,15,21.69,121.6,1,99.9,102,70.4,23,-0.019,216,13.52,4,109.6,5,96.1,1,1.79,116,23,8,31,13,81,9.09,105.6,115,96.5,48,64.4,216,0.076,25,-0.29,163,102.3,208,102.6,135,0.29,156,0,2004
138,24,10,34,6,37,15.42,110.5,55,95.1,34,62.6,282,0.045,64,7.21,35,106.2,73,99.0,18,-2.14,218,24,9,33,11,45,14.13,110.1,60,96.0,42,58.8,317,0.064,36,4.45,87,106.8,50,102.3,121,-0.97,188,0,2004
139,23,11,34,8,28,17.11,111.4,46,94.3,24,66.7,126,0.01,143,8.29,24,108.4,15,100.1,47,2.29,97,21,9,30,9,43,14.25,112.7,34,98.5,73,69.7,33,0.015,131,5.72,64,105.0,109,99.3,22,2.66,83,0,2004
140,31,4,35,2,4,27.37,118.5,6,91.1,11,64.8,203,0.029,92,7.56,31,107.7,29,100.1,44,-5.55,274,17,13,30,15,125,3.09,105.4,118,102.3,150,64.5,215,0.014,133,-0.25,162,103.3,176,103.5,156,7.22,22,0,2004
141,22,10,32,9,46,13.63,108.1,79,94.5,25,70.7,20,0.019,120,5.34,75,105.8,83,100.4,62,1.6,122,19,12,31,8,60,10.78,113.1,30,102.3,152,73.5,1,0.031,88,6.16,52,106.6,58,100.4,63,2.14,107,0,2004
142,27,5,32,1,10,23.35,113.5,26,90.1,7,66.1,151,0.031,87,8.97,16,108.3,16,99.3,21,3.47,67,15,17,32,16,256,-9.35,98.9,239,108.3,257,70.9,15,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120,0,2004
143,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,21,10,31,14,84,8.78,107.4,92,98.6,77,64.8,201,0.022,111,2.45,114,103.9,147,101.4,96,-1.91,212,0,2004
144,20,12,32,4,22,19.81,110.9,52,91.1,10,71.1,12,-0.009,189,14.09,1,112.1,1,98.0,8,-1.13,192,24,8,32,13,41,14.69,112.5,36,97.8,61,68.2,76,0.046,61,4.31,92,104.2,133,99.9,38,-6.38,284,0,2004
145,23,8,31,5,30,16.34,113.1,31,96.7,50,65.7,169,0.086,19,7.88,27,107.4,34,99.6,27,-4.61,261,21,9,30,12,35,15.64,113.0,32,97.4,59,65.9,160,0.02,116,7.13,37,108.1,19,101.0,78,6.41,32,0,2004
146,26,7,33,5,13,22.11,117.8,8,95.7,39,63.5,252,0.055,47,8.13,26,107.7,28,99.5,26,2.52,89,28,6,34,12,61,10.62,110.5,56,99.9,101,68.7,59,0.064,38,-3.8,233,103.1,180,106.9,296,1.25,131,0,2004
147,20,13,33,8,29,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,25,5,30,9,42,14.33,109.1,70,94.8,29,65.2,188,0.046,62,2.54,113,105.1,107,102.5,134,2.25,103,0,2004
148,31,5,36,3,5,25.91,114.1,20,88.2,2,59.7,314,-0.028,235,5.97,56,106.4,63,100.5,65,-8.2,305,25,6,31,14,98,5.91,103.3,153,97.4,60,62.6,283,0.087,18,-5.87,255,101.4,234,107.2,306,-3.79,246,0,2004
149,24,9,33,4,18,20.89,112.3,38,91.4,13,69.4,40,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,24,8,32,13,63,10.39,107.5,86,97.1,54,64.6,208,0.037,78,-0.52,171,103.6,153,104.1,182,-2.97,236,0,2004
150,31,6,37,1,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,16,15,31,16,266,-10.72,93.8,295,104.5,180,61.4,304,0.023,108,-12.06,320,94.6,320,106.7,292,0.53,148,0,2004
151,28,3,31,2,7,25.34,120.8,3,95.5,36,66.6,128,0.013,136,3.28,105,105.5,94,102.2,116,7.0,23,18,13,31,15,152,0.53,100.1,212,99.6,96,69.2,47,0.068,33,-1.31,189,104.7,118,106.0,267,0.85,139,0,2004
152,25,6,31,12,48,13.38,109.1,71,95.7,38,65.0,194,0.012,139,-1.77,193,103.2,177,105.0,220,1.31,130,20,11,31,5,25,18.26,116.9,12,98.6,78,65.9,162,-0.023,222,9.6,13,107.9,24,98.3,11,0.08,163,0,2004
153,25,9,34,10,20,20.27,112.3,39,92.0,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,18,12,30,7,34,15.66,117.2,11,101.5,129,64.0,232,-0.014,198,8.92,19,107.1,39,98.2,10,7.6,19,0,2004
154,19,11,30,6,11,23.23,117.4,10,94.1,23,70.9,16,-0.091,311,13.85,2,110.2,4,96.4,2,2.76,79,22,7,29,11,36,15.42,111.4,47,96.0,43,51.9,326,0.025,101,0.58,143,103.3,170,102.8,138,-10.49,318,0,2004
155,22,8,30,7,33,16.17,111.8,43,95.6,37,66.6,131,0.012,137,5.55,69,105.7,86,100.2,48,1.83,114,23,11,34,10,39,15.02,109.7,64,94.7,28,65.5,176,-0.0,172,6.15,54,105.8,82,99.6,28,-8.05,302,0,2004
156,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,22,9,31,15,172,-1.37,101.0,199,102.4,154,63.9,239,0.113,4,-8.08,284,97.4,295,105.5,244,-2.5,229,0,2004
157,30,2,32,1,12,22.52,111.9,42,89.3,5,64.5,212,0.051,56,3.76,99,105.9,78,102.2,117,-1.79,209,19,14,33,16,248,-7.69,98.0,253,105.7,201,68.7,61,0.103,8,-7.71,276,99.1,267,106.8,295,-5.14,268,0,2004
158,25,7,32,4,16,21.56,116.1,13,94.5,26,66.7,127,0.003,163,5.62,66,105.6,90,100.0,41,-0.28,172,27,6,33,13,85,8.6,104.4,140,95.8,41,73.2,3,0.016,130,-2.39,214,102.2,210,104.6,201,0.64,147,0,2004
159,25,7,32,6,6,25.74,116.0,14,90.3,8,60.7,310,-0.001,174,8.34,23,108.0,20,99.7,30,3.63,64,20,13,33,11,38,15.07,105.9,109,90.9,9,62.7,281,-0.06,281,6.95,41,107.2,37,100.2,50,7.66,17,0,2004
160,23,10,33,6,23,18.64,113.6,23,95.0,30,65.0,193,-0.002,176,7.87,28,108.0,23,100.1,45,-6.57,288,26,5,31,11,31,16.29,114.3,19,98.0,64,65.6,173,0.037,74,-0.63,175,103.5,157,104.1,186,-1.21,196,0,2004
161,21,10,31,4,15,21.69,121.6,1,99.9,102,70.4,23,-0.019,216,13.52,4,109.6,5,96.1,1,1.79,116,25,6,31,12,48,13.38,109.1,71,95.7,38,65.0,194,0.012,139,-1.77,193,103.2,177,105.0,220,1.31,130,0,2004
162,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,22,10,32,7,58,11.36,113.0,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,0,2004
163,24,9,33,4,18,20.89,112.3,38,91.4,13,69.4,40,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,25,8,33,12,82,8.93,108.6,76,99.7,99,63.6,249,0.096,12,0.28,150,103.4,164,103.1,147,3.56,66,0,2004
164,25,9,34,10,20,20.27,112.3,39,92.0,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,28,3,31,2,7,25.34,120.8,3,95.5,36,66.6,128,0.013,136,3.28,105,105.5,94,102.2,116,7.0,23,0,2004
165,30,2,32,1,3,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,23,11,34,8,28,17.11,111.4,46,94.3,24,66.7,126,0.01,143,8.29,24,108.4,15,100.1,47,2.29,97,0,2004
166,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,24,10,34,6,37,15.42,110.5,55,95.1,34,62.6,282,0.045,64,7.21,35,106.2,73,99.0,18,-2.14,218,0,2004
167,22,10,32,9,46,13.63,108.1,79,94.5,25,70.7,20,0.019,120,5.34,75,105.8,83,100.4,62,1.6,122,27,5,32,1,10,23.35,113.5,26,90.1,7,66.1,151,0.031,87,8.97,16,108.3,16,99.3,21,3.47,67,0,2004
168,23,8,31,5,30,16.34,113.1,31,96.7,50,65.7,169,0.086,19,7.88,27,107.4,34,99.6,27,-4.61,261,20,12,32,4,22,19.81,110.9,52,91.1,10,71.1,12,-0.009,189,14.09,1,112.1,1,98.0,8,-1.13,192,0,2004
169,26,7,33,5,13,22.11,117.8,8,95.7,39,63.5,252,0.055,47,8.13,26,107.7,28,99.5,26,2.52,89,25,7,32,4,16,21.56,116.1,13,94.5,26,66.7,127,0.003,163,5.62,66,105.6,90,100.0,41,-0.28,172,0,2004
170,31,6,37,1,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,21,10,31,8,27,17.35,112.3,37,95.0,31,65.4,180,-0.004,178,7.85,29,107.2,36,99.4,23,-1.14,193,0,2004
171,26,11,37,7,21,20.16,113.8,21,93.6,20,64.1,230,-0.022,219,7.19,36,107.5,33,100.3,58,2.75,81,26,4,30,2,14,21.74,114.7,18,92.9,17,68.1,82,0.021,114,6.38,48,106.3,69,99.9,39,-1.89,210,0,2004
172,25,8,33,3,17,21.54,115.6,16,94.1,22,64.7,206,0.038,72,9.27,14,109.1,11,99.8,35,0.8,143,19,11,30,6,11,23.23,117.4,10,94.1,23,70.9,16,-0.091,311,13.85,2,110.2,4,96.4,2,2.76,79,0,2004
173,31,4,35,2,4,27.37,118.5,6,91.1,11,64.8,203,0.029,92,7.56,31,107.7,29,100.1,44,-5.55,274,22,8,30,7,33,16.17,111.8,43,95.6,37,66.6,131,0.012,137,5.55,69,105.7,86,100.2,48,1.83,114,0,2004
174,20,13,33,8,29,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,30,2,32,1,12,22.52,111.9,42,89.3,5,64.5,212,0.051,56,3.76,99,105.9,78,102.2,117,-1.79,209,0,2004
175,31,5,36,3,5,25.91,114.1,20,88.2,2,59.7,314,-0.028,235,5.97,56,106.4,63,100.5,65,-8.2,305,25,7,32,6,6,25.74,116.0,14,90.3,8,60.7,310,-0.001,174,8.34,23,108.0,20,99.7,30,3.63,64,0,2004
176,23,10,33,6,23,18.64,113.6,23,95.0,30,65.0,193,-0.002,176,7.87,28,108.0,23,100.1,45,-6.57,288,21,10,31,3,9,23.98,119.1,4,95.1,33,62.1,292,-0.072,298,12.81,6,109.5,6,96.7,3,-0.59,179,0,2004
177,30,2,32,1,3,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,21,10,31,4,15,21.69,121.6,1,99.9,102,70.4,23,-0.019,216,13.52,4,109.6,5,96.1,1,1.79,116,0,2004
178,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,25,9,34,10,20,20.27,112.3,39,92.0,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,0,2004
179,26,11,37,7,21,20.16,113.8,21,93.6,20,64.1,230,-0.022,219,7.19,36,107.5,33,100.3,58,2.75,81,25,8,33,3,17,21.54,115.6,16,94.1,22,64.7,206,0.038,72,9.27,14,109.1,11,99.8,35,0.8,143,0,2004
180,20,13,33,8,29,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,23,8,31,5,30,16.34,113.1,31,96.7,50,65.7,169,0.086,19,7.88,27,107.4,34,99.6,27,-4.61,261,0,2004
181,31,4,35,2,4,27.37,118.5,6,91.1,11,64.8,203,0.029,92,7.56,31,107.7,29,100.1,44,-5.55,274,31,5,36,3,5,25.91,114.1,20,88.2,2,59.7,314,-0.028,235,5.97,56,106.4,63,100.5,65,-8.2,305,0,2004
182,31,6,37,1,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,26,7,33,5,13,22.11,117.8,8,95.7,39,63.5,252,0.055,47,8.13,26,107.7,28,99.5,26,2.52,89,0,2004
183,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,23,10,33,6,23,18.64,113.6,23,95.0,30,65.0,193,-0.002,176,7.87,28,108.0,23,100.1,45,-6.57,288,0,2004
184,24,9,33,4,18,20.89,112.3,38,91.4,13,69.4,40,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,22,10,32,9,46,13.63,108.1,79,94.5,25,70.7,20,0.019,120,5.34,75,105.8,83,100.4,62,1.6,122,0,2004
185,31,4,35,2,4,27.37,118.5,6,91.1,11,64.8,203,0.029,92,7.56,31,107.7,29,100.1,44,-5.55,274,30,2,32,1,3,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,0,2004
186,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,20,13,33,8,29,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,0,2004
187,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,24,9,33,4,18,20.89,112.3,38,91.4,13,69.4,40,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,0,2004
188,31,6,37,1,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,26,11,37,7,21,20.16,113.8,21,93.6,20,64.1,230,-0.022,219,7.19,36,107.5,33,100.3,58,2.75,81,0,2004
189,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,31,4,35,2,4,27.37,118.5,6,91.1,11,64.8,203,0.029,92,7.56,31,107.7,29,100.1,44,-5.55,274,0,2004
190,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,31,6,37,1,1,32.33,120.8,2,88.5,3,67.7,94,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,0,2004
191,33,6,39,2,2,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,28,10,38,3,8,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,0,2004
192,13,19,32,16,178,-1.2,108.1,75,109.3,282,65.2,208,-0.022,222,1.99,124,105.2,99,103.2,170,14.37,3,15,14,29,16,278,-12.49,90.5,316,102.9,169,72.8,10,-0.023,224,-14.52,328,92.4,327,106.9,308,1.14,128,0,2005
193,29,6,35,6,20,20.33,113.1,28,92.7,19,59.1,325,0.032,95,3.6,101,105.9,78,102.3,133,-4.04,259,27,8,35,11,58,11.62,112.7,32,101.1,130,65.9,172,0.015,125,-0.68,169,102.2,190,102.9,150,-5.3,290,0,2005
194,22,11,33,11,51,12.51,109.2,67,96.7,55,71.0,24,-0.001,161,4.75,82,105.5,90,100.7,80,1.33,120,20,10,30,6,42,13.8,113.9,26,100.1,106,66.7,131,0.07,31,7.49,36,107.0,37,99.5,37,0.64,144,0,2005
195,27,8,35,7,29,16.75,109.1,69,92.4,15,63.4,271,0.015,122,6.1,63,106.7,51,100.6,76,4.17,66,25,9,34,10,78,9.41,106.8,100,97.4,64,64.9,220,0.08,20,3.04,110,105.2,98,102.2,120,-0.59,175,0,2005
196,21,14,35,10,23,18.93,115.0,17,96.1,47,63.1,282,-0.062,295,10.05,11,108.3,14,98.3,13,-3.82,253,21,8,29,7,54,12.15,111.6,42,99.5,90,70.6,29,0.042,72,3.68,100,104.9,114,101.2,92,-1.74,210,0,2005
197,27,4,31,8,40,14.08,114.5,20,100.5,115,63.6,263,0.091,13,0.66,146,103.1,160,102.4,137,1.74,111,20,9,29,9,24,18.41,114.8,18,96.3,51,64.0,254,-0.057,287,5.63,69,106.3,61,100.7,79,-10.09,321,0,2005
198,23,11,34,9,34,15.25,109.3,65,94.0,27,68.1,88,0.038,78,6.49,55,106.9,42,100.4,67,-1.84,214,18,13,31,8,69,10.63,106.6,103,95.9,45,67.1,121,0.049,61,8.47,27,107.5,25,99.1,24,4.14,67,0,2005
199,27,6,33,2,8,24.86,124.3,1,99.5,89,68.9,56,0.046,65,10.94,4,108.4,13,97.5,4,4.87,51,20,11,31,15,165,0.03,98.9,229,98.8,82,67.6,109,0.059,47,-3.78,238,101.1,223,104.9,245,5.69,43,0,2005
200,25,8,33,3,12,22.55,114.4,21,91.8,12,65.4,201,-0.006,175,7.68,34,107.5,27,99.8,48,0.09,161,20,10,30,14,106,5.43,115.2,16,109.8,289,70.1,38,-0.027,238,-3.52,230,101.3,214,104.8,239,0.83,137,0,2005
201,25,5,30,4,25,18.3,114.3,23,96.0,46,64.8,226,0.078,24,6.6,51,105.8,81,99.2,28,-4.21,262,20,9,29,13,77,9.6,102.1,181,92.5,17,68.2,83,0.034,91,-1.72,187,101.8,199,103.5,188,3.31,81,0,2005
